Category,NaturalLanguageQuestion,CypherQuery,generated_question,ExpectedNodeLabels,ExpectedRelationshipTypes,ExpectedProperties,Hops,ExtractedPropertyValues
Node Lookup Queries,Get details for the 'Lateral Movement' TTP.,MATCH (t:UcoexMITREATTACK {ucoexNAME: 'Lateral Movement'}) RETURN t,Show me all data for the 'Lateral Movement' technique.,"[""UcoexMITREATTACK""]",[],"[""ucoexNAME""]",0,"[""Lateral Movement""]"
Node Lookup Queries,List all ATT&CK TTPs for the 'Mobile'.,MATCH (t:UcoexMITREATTACK {ucoexDOMAIN: 'Mobile'}) RETURN t.ucoexNAME,List the names of all 'Mobile' attack techniques.,"[""UcoexMITREATTACK""]",[],"[""ucoexDOMAIN"", ""ucoexNAME""]",0,"[""Mobile""]"
Node Lookup Queries,Find the software record for 'Cobalt Strike'.,MATCH (s:UcoexSOFTWARE {ucoexNAME: 'Cobalt Strike'}) RETURN s,Show me all data for the 'Cobalt Strike' software.,"[""UcoexSOFTWARE""]",[],"[""ucoexNAME""]",0,"[""Cobalt Strike""]"
Node Lookup Queries,Pull the intel on the 'Lazarus Group' threat group.,MATCH (g:UcoexGROUPS {ucoexNAME: 'Lazarus Group'}) RETURN g,Show me all data for the 'Lazarus Group'.,"[""UcoexGROUPS""]",[],"[""ucoexNAME""]",0,"[""Lazarus Group""]"
Node Lookup Queries,Get details for the 'WannaCry' campaign.,MATCH (c:UcoexCAMPAIGNS {ucoexNAME: 'WannaCry'}) RETURN c,Show me all data for the 'WannaCry' campaign.,"[""UcoexCAMPAIGNS""]",[],"[""ucoexNAME""]",0,"[""WannaCry""]"
Relationship Traversal Queries,What is the CPE for 'CVE-2021-44228'?,MATCH (v:UcoCVE {label: 'CVE-2021-44228'})-[:UCOEXHASCPE]->(c:UcoexCPE) RETURN c.cpeName,What product (CPE) is affected by 'CVE-2021-44228'?,"[""UcoCVE"", ""UcoexCPE""]","[""UCOEXHASCPE""]","[""cpeName"", ""label""]",1,"[""CVE-2021-44228""]"
Relationship Traversal Queries,Which CVEs are associated with the CPE 'apache:log4j'?,MATCH (v:UcoCVE)-[:UCOEXHASCPE]->(c:UcoexCPE) WHERE c.cpeName CONTAINS 'apache:log4j' RETURN v.label,Which CVEs are linked to the product 'cpe:2.3:a:apache:log4j:2.14.1'?,"[""UcoCVE"", ""UcoexCPE""]","[""UCOEXHASCPE""]","[""cpeName"", ""label""]",1,"[""apache:log4j""]"
Relationship Traversal Queries,List all CVEs with 'CRITICAL' severity and their associated CPEs.,"MATCH (v:UcoCVE {ucobaseSeverity: 'CRITICAL'})-[:UCOEXHASCPE]->(c:UcoexCPE) RETURN v.label, c.cpeName",List 'CRITICAL' CVEs and the products (CPEs) they affect.,"[""UcoCVE"", ""UcoexCPE""]","[""UCOEXHASCPE""]","[""cpeName"", ""label"", ""ucobaseSeverity""]",1,"[""CRITICAL""]"
Relationship Traversal Queries,Find all CVEs requiring user interaction and their CPEs.,"MATCH (v:UcoCVE {ucouserInteractionRequired: 'True'})-[:UCOEXHASCPE]->(c:UcoexCPE) RETURN v.label, c.cpeName",Find all CVEs that require user interaction and the products (CPEs) they affect.,"[""UcoCVE"", ""UcoexCPE""]","[""UCOEXHASCPE""]","[""cpeName"", ""label"", ""ucouserInteractionRequired""]",1,"[""True""]"
Relationship Traversal Queries,Show me all known CPEs recorded in the database.,MATCH (v:UcoCVE)-[:UCOEXHASCPE]->(c:UcoexCPE) RETURN DISTINCT c.cpeName LIMIT 20,Show me up to 50 unique product names (CPEs) that are linked to vulnerabilities.,"[""UcoCVE"", ""UcoexCPE""]","[""UCOEXHASCPE""]","[""cpeName""]",1,[]
Relationship Traversal Queries,What is the CVE ID for the vulnerability described as 'Apache Log4j RCE'?,MATCH (vuln:UcoVulnerability)-[:UCOHASCVE_ID]->(cve:UcoCVE) WHERE vuln.ucosummary CONTAINS 'Apache Log4j RCE' RETURN cve.label,What is the CVE ID for the vulnerability with 'Apache Log4j RCE' in its summary?,"[""UcoCVE"", ""UcoVulnerability""]","[""UCOHASCVE_ID""]","[""label"", ""ucosummary""]",1,"[""Apache Log4j RCE""]"
Relationship Traversal Queries,Get the vulnerability summary for 'CVE-2017-0144'.,MATCH (vuln:UcoVulnerability)-[:UCOHASCVE_ID]->(cve:UcoCVE {label: 'CVE-2017-0144'}) RETURN vuln.ucosummary,What is the vulnerability summary for 'CVE-2017-0144'?,"[""UcoCVE"", ""UcoVulnerability""]","[""UCOHASCVE_ID""]","[""label"", ""ucosummary""]",1,"[""CVE-2017-0144""]"
Relationship Traversal Queries,List vulnerabilities published in 2024 and their CVEs.,"MATCH (vuln:UcoVulnerability)-[:UCOHASCVE_ID]->(cve:UcoCVE) WHERE vuln.ucopublishedDateTime STARTS WITH '2024' RETURN vuln.ucosummary, cve.label",List vulnerabilities published in 2024 and their CVE IDs.,"[""UcoCVE"", ""UcoVulnerability""]","[""UCOHASCVE_ID""]","[""label"", ""ucopublishedDateTime"", ""ucosummary""]",1,"[""2024""]"
Relationship Traversal Queries,Find all vulnerabilities and their associated 'CRITICAL' CVEs.,"MATCH (vuln:UcoVulnerability)-[:UCOHASCVE_ID]->(cve:UcoCVE {ucobaseSeverity: 'CRITICAL'}) RETURN cve.label, vuln.ucosummary",Find all 'CRITICAL' CVEs and their vulnerability summaries.,"[""UcoCVE"", ""UcoVulnerability""]","[""UCOHASCVE_ID""]","[""label"", ""ucobaseSeverity"", ""ucosummary""]",1,"[""CRITICAL""]"
Relationship Traversal Queries,Show all vulnerability summaries and their CVE labels.,"MATCH (vuln:UcoVulnerability)-[:UCOHASCVE_ID]->(cve:UcoCVE) RETURN vuln.ucosummary, cve.label LIMIT 20",Show me 20 vulnerability summaries and their CVE IDs.,"[""UcoCVE"", ""UcoVulnerability""]","[""UCOHASCVE_ID""]","[""label"", ""ucosummary""]",1,[]
Relationship Traversal Queries,What vulnerabilities are associated with the exploit target 'Apache Log4j 2'?,MATCH (et:UcoExploitTarget {uri: 'example/target/log4j2'})-[:UCOHASVULNERABILITY]->(vuln:UcoVulnerability) RETURN vuln.ucosummary,What vulnerabilities are linked to the exploit target 'example/target/log4j2'?,"[""UcoExploitTarget"", ""UcoVulnerability""]","[""UCOHASVULNERABILITY""]","[""ucosummary"", ""uri""]",1,"[""example/target/log4j2""]"
Relationship Traversal Queries,Find exploit targets for the 'Log4Shell' vulnerability.,MATCH (et:UcoExploitTarget)-[:UCOHASVULNERABILITY]->(vuln:UcoVulnerability) WHERE vuln.ucosummary CONTAINS 'Log4Shell' RETURN et.uri,What exploit targets are associated with the 'Log4Shell' vulnerability?,"[""UcoExploitTarget"", ""UcoVulnerability""]","[""UCOHASVULNERABILITY""]","[""ucosummary"", ""uri""]",1,"[""Log4Shell""]"
Relationship Traversal Queries,List exploit targets for vulnerabilities published after '2023-01-01'.,"MATCH (et:UcoExploitTarget)-[:UCOHASVULNERABILITY]->(vuln:UcoVulnerability) WHERE vuln.ucopublishedDateTime > '2023-01-01T00:00:00' RETURN et.uri, vuln.ucosummary","List exploit targets for vulnerabilities published after January 1, 2023.","[""UcoExploitTarget"", ""UcoVulnerability""]","[""UCOHASVULNERABILITY""]","[""ucopublishedDateTime"", ""ucosummary"", ""uri""]",1,"[""2023-01-01T00:00:00""]"
Relationship Traversal Queries,Show all exploit targets that have at least one vulnerability.,MATCH (et:UcoExploitTarget)-[:UCOHASVULNERABILITY]->(vuln:UcoVulnerability) RETURN DISTINCT et.uri,Show all exploit targets that are linked to at least one vulnerability.,"[""UcoExploitTarget"", ""UcoVulnerability""]","[""UCOHASVULNERABILITY""]","[""uri""]",1,[]
Relationship Traversal Queries,What vulnerabilities exist for the 'Windows SMB' exploit target?,MATCH (et:UcoExploitTarget {uri: 'example/target/smb'})-[:UCOHASVULNERABILITY]->(vuln:UcoVulnerability) RETURN vuln.ucosummary,What vulnerabilities are linked to the 'example/target/smb' exploit target?,"[""UcoExploitTarget"", ""UcoVulnerability""]","[""UCOHASVULNERABILITY""]","[""ucosummary"", ""uri""]",1,"[""example/target/smb""]"
Relationship Traversal Queries,What weaknesses (CWEs) are associated with the 'Web Server' exploit target?,"MATCH (et:UcoExploitTarget {uri: 'example/target/webserver'})-[:UCOHASWEAKNESS]->(cwe:UcoCWE) RETURN cwe.ucocweID, cwe.ucocweName",What weaknesses (CWEs) are associated with the 'example/target/webserver' exploit target?,"[""UcoCWE"", ""UcoExploitTarget""]","[""UCOHASWEAKNESS""]","[""ucocweID"", ""ucocweName"", ""uri""]",1,"[""example/target/webserver""]"
Relationship Traversal Queries,Find exploit targets that are susceptible to 'CWE-89' (SQL Injection).,MATCH (et:UcoExploitTarget)-[:UCOHASWEAKNESS]->(cwe:UcoCWE {ucocweID: 'CWE-89'}) RETURN et.uri,Which exploit targets are vulnerable to 'CWE-89' (SQL Injection)?,"[""UcoCWE"", ""UcoExploitTarget""]","[""UCOHASWEAKNESS""]","[""ucocweID"", ""uri""]",1,"[""CWE-89""]"
Relationship Traversal Queries,List exploit targets for all 'Base' abstraction CWEs.,"MATCH (et:UcoExploitTarget)-[:UCOHASWEAKNESS]->(cwe:UcoCWE {ucoabstraction: 'Base'}) RETURN et.uri, cwe.ucocweName",List exploit targets that are vulnerable to 'Base' level weaknesses (CWEs).,"[""UcoCWE"", ""UcoExploitTarget""]","[""UCOHASWEAKNESS""]","[""ucoabstraction"", ""ucocweName"", ""uri""]",1,"[""Base""]"
Relationship Traversal Queries,Show all exploit targets and the names of the weaknesses they have.,"MATCH (et:UcoExploitTarget)-[:UCOHASWEAKNESS]->(cwe:UcoCWE) RETURN et.uri, cwe.ucocweName",Show all exploit targets and the weaknesses (CWEs) they are linked to.,"[""UcoCWE"", ""UcoExploitTarget""]","[""UCOHASWEAKNESS""]","[""ucocweName"", ""uri""]",1,[]
Relationship Traversal Queries,Find targets for 'Stable' CWEs.,"MATCH (et:UcoExploitTarget)-[:UCOHASWEAKNESS]->(cwe:UcoCWE {ucostatus: 'Stable'}) RETURN et.uri, cwe.ucocweName",Find exploit targets that are vulnerable to 'Stable' weaknesses (CWEs).,"[""UcoCWE"", ""UcoExploitTarget""]","[""UCOHASWEAKNESS""]","[""ucocweName"", ""ucostatus"", ""uri""]",1,"[""Stable""]"
Relationship Traversal Queries,What software was used in the 'SolarWinds Orion' campaign?,MATCH (c:UcoexCAMPAIGNS {ucoexNAME: 'SolarWinds Orion'})-[:UCOEXCAMPAIGNUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN s.ucoexNAME,What software was used in the 'SolarWinds Orion' campaign?,"[""UcoexCAMPAIGNS"", ""UcoexSOFTWARE""]","[""UCOEXCAMPAIGNUSESSOFTWARE""]","[""ucoexNAME""]",1,"[""SolarWinds Orion""]"
Relationship Traversal Queries,Which campaigns used 'Cobalt Strike'?,MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESSOFTWARE]->(s:UcoexSOFTWARE {ucoexNAME: 'Cobalt Strike'}) RETURN c.ucoexNAME,Which campaigns used 'Cobalt Strike'?,"[""UcoexCAMPAIGNS"", ""UcoexSOFTWARE""]","[""UCOEXCAMPAIGNUSESSOFTWARE""]","[""ucoexNAME""]",1,"[""Cobalt Strike""]"
Relationship Traversal Queries,List campaigns that use 'powershell'.,MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESSOFTWARE]->(s:UcoexSOFTWARE {ucoexNAME: 'powershell'}) RETURN c.ucoexNAME,Which campaigns used 'powershell'?,"[""UcoexCAMPAIGNS"", ""UcoexSOFTWARE""]","[""UCOEXCAMPAIGNUSESSOFTWARE""]","[""ucoexNAME""]",1,"[""powershell""]"
Relationship Traversal Queries,Show all 'Enterprise' domain campaigns and the software they leverage.,"MATCH (c:UcoexCAMPAIGNS {ucoexDOMAIN: 'Enterprise'})-[:UCOEXCAMPAIGNUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN c.ucoexNAME, s.ucoexNAME",List 'Enterprise' campaigns and the software they used.,"[""UcoexCAMPAIGNS"", ""UcoexSOFTWARE""]","[""UCOEXCAMPAIGNUSESSOFTWARE""]","[""ucoexDOMAIN"", ""ucoexNAME""]",1,"[""Enterprise""]"
Relationship Traversal Queries,Find software used in the 'WannaCry' campaign.,MATCH (c:UcoexCAMPAIGNS {ucoexNAME: 'WannaCry'})-[:UCOEXCAMPAIGNUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN s.ucoexNAME,What software was used in the 'WannaCry' campaign?,"[""UcoexCAMPAIGNS"", ""UcoexSOFTWARE""]","[""UCOEXCAMPAIGNUSESSOFTWARE""]","[""ucoexNAME""]",1,"[""WannaCry""]"
Relationship Traversal Queries,Which campaigns use the 'Phishing' technique?,MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK {ucoexNAME: 'Phishing'}) RETURN c.ucoexNAME,Which campaigns used the 'Phishing' technique?,"[""UcoexCAMPAIGNS"", ""UcoexMITREATTACK""]","[""UCOEXCAMPAIGNUSESTECHNIQUE""]","[""ucoexNAME""]",1,"[""Phishing""]"
Relationship Traversal Queries,List all 'Enterprise' domain campaigns and their associated techniques.,"MATCH (c:UcoexCAMPAIGNS {ucoexDOMAIN: 'Enterprise'})-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK) RETURN c.ucoexNAME, t.ucoexNAME",List 'Enterprise' campaigns and the techniques they used.,"[""UcoexCAMPAIGNS"", ""UcoexMITREATTACK""]","[""UCOEXCAMPAIGNUSESTECHNIQUE""]","[""ucoexDOMAIN"", ""ucoexNAME""]",1,"[""Enterprise""]"
Relationship Traversal Queries,Which groups use 'Mimikatz'?,MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE {ucoexNAME: 'Mimikatz'}) RETURN g.ucoexNAME,Which groups use 'Mimikatz'?,"[""UcoexGROUPS"", ""UcoexSOFTWARE""]","[""UCOEXGROUPUSESSOFTWARE""]","[""ucoexNAME""]",1,"[""Mimikatz""]"
Relationship Traversal Queries,List all groups and the software they are known to use.,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN g.ucoexNAME, s.ucoexNAME",List all groups and the software they use.,"[""UcoexGROUPS"", ""UcoexSOFTWARE""]","[""UCOEXGROUPUSESSOFTWARE""]","[""ucoexNAME""]",1,[]
Relationship Traversal Queries,Find groups that use 'netcat'.,MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE {ucoexNAME: 'netcat'}) RETURN g.ucoexNAME,Which groups use 'netcat'?,"[""UcoexGROUPS"", ""UcoexSOFTWARE""]","[""UCOEXGROUPUSESSOFTWARE""]","[""ucoexNAME""]",1,"[""netcat""]"
Relationship Traversal Queries,List all software (by name) used by 'FIN7'.,MATCH (g:UcoexGROUPS {ucoexNAME: 'FIN7'})-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN s.ucoexNAME,What software does the 'FIN7' group use?,"[""UcoexGROUPS"", ""UcoexSOFTWARE""]","[""UCOEXGROUPUSESSOFTWARE""]","[""ucoexNAME""]",1,"[""FIN7""]"
Multi-hop Queries,Find mitigations for techniques used by 'APT28'.,"MATCH (g:UcoexGROUPS {ucoexNAME: 'APT28'})-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXMITIGATES]-(m:UcoexMITIGATIONS) RETURN m.ucoexNAME, t.ucoexNAME",What are the prescribed mitigations for TTPs employed by APT28?,"[""UcoexGROUPS"", ""UcoexMITIGATIONS"", ""UcoexMITREATTACK""]","[""UCOEXGROUPUSESTECHNIQUE"", ""UCOEXMITIGATES""]","[""ucoexNAME""]",2,"[""APT28""]"
Multi-hop Queries,What other techniques are used by the group responsible for the 'WannaCry' campaign?,"MATCH (c:UcoexCAMPAIGNS {ucoexNAME: 'WannaCry'})-[:UCOEXATTRIBUTEDTO]->(g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK) RETURN g.ucoexNAME, t.ucoexNAME",Identify the threat group behind 'WannaCry' and list their known TTPs.,"[""UcoexCAMPAIGNS"", ""UcoexGROUPS"", ""UcoexMITREATTACK""]","[""UCOEXATTRIBUTEDTO"", ""UCOEXGROUPUSESTECHNIQUE""]","[""ucoexNAME""]",2,"[""WannaCry""]"
Multi-hop Queries,What specific software (CPEs) are affected by 'CVE-2023-1234'?,MATCH (c:UcoCVE {label: 'CVE-2023-1234'})-[:UCOEXHASCPE]->(p:UcoexCPE) RETURN p.cpeName,Which CPEs are affected by CVE-2023-1234?,"[""UcoCVE"", ""UcoexCPE""]","[""UCOEXHASCPE""]","[""cpeName"", ""label""]",1,"[""CVE-2023-1234""]"
Multi-hop Queries,What weaknesses (CWEs) are associated with real-world examples observed in 'CVE-2024-0001'?,"MATCH (c:UcoCVE {label: 'CVE-2024-0001'})<-[:UCOEXEXAMPLEOBSERVEDIN]-(o:UcoexObservedExample)<-[:UCOHASOBSERVEDEXAMPLE]-(w:UcoCWE) RETURN w.ucocweID, w.ucocweName",What CWEs have observed examples linked to CVE-2024-0001?,"[""UcoCVE"", ""UcoCWE"", ""UcoexObservedExample""]","[""UCOEXEXAMPLEOBSERVEDIN"", ""UCOHASOBSERVEDEXAMPLE""]","[""label"", ""ucocweID"", ""ucocweName""]",2,"[""CVE-2024-0001""]"
Multi-hop Queries,Which threat groups use techniques that are also employed by the 'Cobalt Strike' software?,MATCH (s:UcoexSOFTWARE {ucoexNAME: 'Cobalt Strike'})-[:UCOEXSOFTWAREUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXGROUPUSESTECHNIQUE]-(g:UcoexGROUPS) RETURN DISTINCT g.ucoexNAME,Which threat groups utilize TTPs associated with 'Cobalt Strike'?,"[""UcoexGROUPS"", ""UcoexMITREATTACK"", ""UcoexSOFTWARE""]","[""UCOEXGROUPUSESTECHNIQUE"", ""UCOEXSOFTWAREUSESTECHNIQUE""]","[""ucoexNAME""]",2,"[""Cobalt Strike""]"
Multi-hop Queries,What exploit targets are vulnerable to weaknesses related to the 'SQL Injection' (CAPEC-66) attack pattern?,MATCH (ca:UcoexCAPEC {ucoexCAPEC_id: '66'})-[:UCOEXHASRELATEDWEAKNESS]->(cw:UcoCWE)<-[:UCOHASWEAKNESS]-(et:UcoExploitTarget) RETURN et.uri,What exploit targets are vulnerable to CWEs related to CAPEC-66 (SQL Injection)?,"[""UcoCWE"", ""UcoExploitTarget"", ""UcoexCAPEC""]","[""UCOEXHASRELATEDWEAKNESS"", ""UCOHASWEAKNESS""]","[""ucoexCAPEC_id"", ""uri""]",2,"[""66""]"
Multi-hop Queries,What software uses ATT&CK techniques that are countered by the D3FEND technique 'Decoy File'?,MATCH (d:UcoexMITRED3FEND {ucoexMITRED3FEND_LABEL: 'Decoy File'})-[:UCOEXHASMITREATTACK]->(t:UcoexMITREATTACK)<-[:UCOEXSOFTWAREUSESTECHNIQUE]-(s:UcoexSOFTWARE) RETURN s.ucoexNAME,What software employs techniques that are countered by the 'Decoy File' D3FEND mitigation?,"[""UcoexMITREATTACK"", ""UcoexMITRED3FEND"", ""UcoexSOFTWARE""]","[""UCOEXHASMITREATTACK"", ""UCOEXSOFTWAREUSESTECHNIQUE""]","[""ucoexMITRED3FEND_LABEL"", ""ucoexNAME""]",2,"[""Decoy File""]"
Multi-hop Queries,Find campaigns that use the same software as the 'Lazarus Group'.,MATCH (g:UcoexGROUPS {ucoexNAME: 'Lazarus Group'})-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE)<-[:UCOEXCAMPAIGNUSESSOFTWARE]-(c:UcoexCAMPAIGNS) RETURN DISTINCT c.ucoexNAME,Identify campaigns that share tooling with 'Lazarus Group'.,"[""UcoexCAMPAIGNS"", ""UcoexGROUPS"", ""UcoexSOFTWARE""]","[""UCOEXCAMPAIGNUSESSOFTWARE"", ""UCOEXGROUPUSESSOFTWARE""]","[""ucoexNAME""]",2,"[""Lazarus Group""]"
Multi-hop Queries,Show mitigations for ATT&CK techniques associated with CAPEC ID '125' (Flooding).,MATCH (ca:UcoexCAPEC {ucoexCAPEC_id: '125'})-[:UCOEXHASTAXONOMYMAPPING]->(t:UcoexMITREATTACK)<-[:UCOEXMITIGATES]-(m:UcoexMITIGATIONS) RETURN m.ucoexNAME,What mitigations map to the ATT&CK TTPs for CAPEC-125 (Flooding)?,"[""UcoexCAPEC"", ""UcoexMITIGATIONS"", ""UcoexMITREATTACK""]","[""UCOEXHASTAXONOMYMAPPING"", ""UCOEXMITIGATES""]","[""ucoexCAPEC_id"", ""ucoexNAME""]",2,"[""125""]"
Multi-hop Queries,List all products (CPEs) affected by vulnerabilities published after '2024-01-01'.,"MATCH (v:UcoVulnerability)-[:UCOHASCVE_ID]->(c:UcoCVE)-[:UCOEXHASCPE]->(p:UcoexCPE) WHERE v.ucopublishedDateTime > '2024-01-01T00:00:00' RETURN p.cpeName, c.label",List all CPEs affected by vulnerabilities published since 2024-01-01.,"[""UcoCVE"", ""UcoVulnerability"", ""UcoexCPE""]","[""UCOEXHASCPE"", ""UCOHASCVE_ID""]","[""cpeName"", ""label"", ""ucopublishedDateTime""]",2,"[""2024-01-01T00:00:00""]"
Multi-hop Queries,What techniques are used in campaigns attributed to 'APT29'?,"MATCH (g:UcoexGROUPS {ucoexNAME: 'APT29'})<-[:UCOEXATTRIBUTEDTO]-(c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK) RETURN c.ucoexNAME, t.ucoexNAME",What TTPs are observed in campaigns attributed to APT29?,"[""UcoexCAMPAIGNS"", ""UcoexGROUPS"", ""UcoexMITREATTACK""]","[""UCOEXATTRIBUTEDTO"", ""UCOEXCAMPAIGNUSESTECHNIQUE""]","[""ucoexNAME""]",2,"[""APT29""]"
Multi-hop Queries,"For CWE-79 (Cross-site Scripting), find all related CAPEC attack patterns and their corresponding MITRE ATT&CK techniques.","MATCH (w:UcoCWE {ucocweID: 'CWE-79'})<-[:UCOEXHASRELATEDWEAKNESS]-(ca:UcoexCAPEC)-[:UCOEXHASTAXONOMYMAPPING]->(t:UcoexMITREATTACK) RETURN ca.ucoexCAPEC_name, t.ucoexNAME",Map CWE-79 to its related CAPEC patterns and their corresponding ATT&CK TTPs.,"[""UcoCWE"", ""UcoexCAPEC"", ""UcoexMITREATTACK""]","[""UCOEXHASRELATEDWEAKNESS"", ""UCOEXHASTAXONOMYMAPPING""]","[""ucocweID"", ""ucoexCAPEC_name"", ""ucoexNAME""]",2,"[""CWE-79""]"
Multi-hop Queries,Find all 'CRITICAL' severity CVEs associated with 'WebServer' exploit targets.,MATCH (et:UcoExploitTarget {uri: 'WebServer'})-[:UCOHASVULNERABILITY]->(v:UcoVulnerability)-[:UCOHASCVE_ID]->(c:UcoCVE {ucobaseSeverity: 'CRITICAL'}) RETURN c.label,List critical CVEs associated with the 'WebServer' exploit target.,"[""UcoCVE"", ""UcoExploitTarget"", ""UcoVulnerability""]","[""UCOHASCVE_ID"", ""UCOHASVULNERABILITY""]","[""label"", ""ucobaseSeverity"", ""uri""]",2,"[""CRITICAL"", ""WebServer""]"
Multi-hop Queries,What software tools implement attack techniques used by the 'Sandworm Team'?,MATCH (g:UcoexGROUPS {ucoexNAME: 'Sandworm Team'})-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXSOFTWAREUSESTECHNIQUE]-(s:UcoexSOFTWARE) RETURN DISTINCT s.ucoexNAME,What software tools implement TTPs used by 'Sandworm Team'?,"[""UcoexGROUPS"", ""UcoexMITREATTACK"", ""UcoexSOFTWARE""]","[""UCOEXGROUPUSESTECHNIQUE"", ""UCOEXSOFTWAREUSESTECHNIQUE""]","[""ucoexNAME""]",2,"[""Sandworm Team""]"
Multi-hop Queries,Find attack patterns (CAPEC) related to weaknesses (CWE) that have observed examples in 'CVE-2021-44228' (Log4Shell).,"MATCH (c:UcoCVE {label: 'CVE-2021-44228'})<-[:UCOEXEXAMPLEOBSERVEDIN]-(o:UcoexObservedExample)<-[:UCOHASOBSERVEDEXAMPLE]-(w:UcoCWE)<-[:UCOEXHASRELATEDWEAKNESS]-(ca:UcoexCAPEC) RETURN w.ucocweID, ca.ucoexCAPEC_name",Identify CAPEC patterns related to the root-cause CWEs for CVE-2021-44228.,"[""UcoCVE"", ""UcoCWE"", ""UcoexCAPEC"", ""UcoexObservedExample""]","[""UCOEXEXAMPLEOBSERVEDIN"", ""UCOEXHASRELATEDWEAKNESS"", ""UCOHASOBSERVEDEXAMPLE""]","[""label"", ""ucocweID"", ""ucoexCAPEC_name""]",3,"[""CVE-2021-44228""]"
Aggregation and Counting,How many distinct ATT&CK techniques does each threat group use?,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK) RETURN g.ucoexNAME, count(DISTINCT t) AS techniqueCount ORDER BY techniqueCount DESC","Provide a count of distinct ATT&CK techniques per threat group, ordered descending.","[""UcoexGROUPS"", ""UcoexMITREATTACK""]","[""UCOEXGROUPUSESTECHNIQUE""]","[""ucoexNAME""]",1,[]
Aggregation and Counting,List all software products (CPEs) and the total number of CVEs affecting them.,"MATCH (c:UcoCVE)-[:UCOEXHASCPE]->(p:UcoexCPE) RETURN p.cpeName, count(c) AS cveCount ORDER BY cveCount DESC","List all CPEs by their total associated CVE count, descending.","[""UcoCVE"", ""UcoexCPE""]","[""UCOEXHASCPE""]","[""cpeName""]",1,[]
Aggregation and Counting,How many different software tools are used in each campaign?,"MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN c.ucoexNAME, count(s) AS softwareCount",How many distinct software tools are associated with each campaign?,"[""UcoexCAMPAIGNS"", ""UcoexSOFTWARE""]","[""UCOEXCAMPAIGNUSESSOFTWARE""]","[""ucoexNAME""]",1,[]
Aggregation and Counting,What is the average exploitability score for 'HIGH' severity CVEs?,MATCH (c:UcoCVE {ucobaseSeverity: 'HIGH'}) RETURN avg(toFloat(c.ucoexploitabilityScore)) AS avgExploitability,What is the average exploitability score for 'HIGH' severity CVEs?,"[""UcoCVE""]",[],"[""ucobaseSeverity"", ""ucoexploitabilityScore""]",0,"[""HIGH""]"
Aggregation and Counting,Which ATT&CK techniques are used by the most threat groups? List the top 5.,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK) RETURN t.ucoexNAME, count(g) AS groupCount ORDER BY groupCount DESC LIMIT 5",Identify the top 5 ATT&CK techniques most commonly leveraged by threat groups.,"[""UcoexGROUPS"", ""UcoexMITREATTACK""]","[""UCOEXGROUPUSESTECHNIQUE""]","[""ucoexNAME""]",1,[]
Aggregation and Counting,How many related weaknesses (CWEs) does each 'High' severity CAPEC pattern have?,"MATCH (ca:UcoexCAPEC {ucoexSeverity: 'High'})-[:UCOEXHASRELATEDWEAKNESS]->(w:UcoCWE) RETURN ca.ucoexCAPEC_name, count(w) AS weaknessCount",Provide a count of related CWEs for each 'High' severity CAPEC pattern.,"[""UcoCWE"", ""UcoexCAPEC""]","[""UCOEXHASRELATEDWEAKNESS""]","[""ucoexCAPEC_name"", ""ucoexSeverity""]",1,"[""High""]"
