Category,NaturalLanguageQuestion,CypherQuery,generated_question
Node Lookup Queries,Find flaws having to do with 'file upload'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'file upload' RETURN v,Show me vulnerabilities related to 'file upload' issues.
Node Lookup Queries,Which flaws are about 'insecure deserialization'?,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'insecure deserialization' RETURN v,Show me vulnerabilities related to 'insecure deserialization'.
Node Lookup Queries,Find all security issues caused by 'weak passwords'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'weak password' RETURN v,Show me vulnerabilities related to 'weak passwords'.
Node Lookup Queries,What are the security flaws for 'session fixation'?,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'session fixation' RETURN v,Show me vulnerabilities related to 'session fixation'.
Node Lookup Queries,Can you list flaws about 'open redirect'?,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'open redirect' RETURN v,Show me vulnerabilities related to 'open redirect'.
Node Lookup Queries,I'm looking for issues with 'server-side request forgery'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'server-side request forgery' RETURN v,Show me vulnerabilities related to 'server-side request forgery'.
"Next-Generation-Firewall""Node Lookup Queries""",Find all 'XML external entity' security problems.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'XML external entity' RETURN v,Show me vulnerabilities related to 'XML external entity'.
Node Lookup Queries,List flaws that mention 'unauthorized access'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'unauthorized access' RETURN v,Show me vulnerabilities related to 'unauthorized access'.
Node Lookup Queries,Which flaws are about 'memory corruption'?,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'memory corruption' RETURN v,Show me vulnerabilities related to 'memory corruption'.
Node Lookup Queries,Can you find issues involving a 'race condition'?,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'race condition' RETURN v,Show me vulnerabilities related to 'race condition'.
Node Lookup Queries,List all 'format string' security holes.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'format string' RETURN v,Show me vulnerabilities related to 'format string' issues.
Node Lookup Queries,Find security flaws for 'integer overflow'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'integer overflow' RETURN v,Show me vulnerabilities related to 'integer overflow'.
Node Lookup Queries,What are the security issues for 'use-after-free'?,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'use-after-free' RETURN v,Show me vulnerabilities related to 'use-after-free'.
Node Lookup Queries,Find all flaws that mention 'double free'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'double free' RETURN v,Show me vulnerabilities related to 'double free'.
Node Lookup Queries,List security issues for 'heap overflow'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'heap overflow' RETURN v,Show me vulnerabilities related to 'heap overflow'.
Node Lookup Queries,Can you find all 'stack overflow' flaws?,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'stack overflow' RETURN v,Show me vulnerabilities related to 'stack overflow'.
Node Lookup Queries,What are the security flaws caused by a 'logic error'?,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'logic error' RETURN v,Show me vulnerabilities related to a 'logic error'.
Node Lookup Queries,Find flaws that are because of a 'configuration error'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'configuration error' RETURN v,Show me vulnerabilities related to a 'configuration error'.
Node Lookup Queries,What are the security risks of 'missing encryption'?,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'missing encryption' RETURN v,Show me vulnerabilities related to 'missing encryption'.
Node Lookup Queries,Show me a list of all flaws from 2024.,MATCH (v:UcoVulnerability) WHERE v.ucopublishedDateTime STARTS WITH '2024' RETURN v,What vulnerabilities were published in 2024?
Node Lookup Queries,Which security flaws were updated in March?,MATCH (v:UcoVulnerability) WHERE v.ucolastModifiedDateTime CONTAINS '-03-' RETURN v,What vulnerabilities were modified in March (any year)?
"Note""",Find vulnerabilities with 'zero-day' in their summary.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'zero-day' RETURN v,Show me vulnerabilities related to 'zero-day' exploits.
Node Lookup Queries,Show me all security advisories that are 'INFORMATIONAL'.,MATCH (v:UcoVulnerability {ucobaseSeverity: 'INFORMATIONAL'}) RETURN v,List all 'INFORMATIONAL' level vulnerabilities.
Node Lookup Queries,Which security flaws are currently 'Pending'?,MATCH (v:UcoVulnerability {ucovulnStatus: 'Pending'}) RETURN v,Find all vulnerabilities with a 'Pending' status.
Node Lookup Queries,List flaws that *cannot* lead to a full system compromise.,MATCH (v:UcoVulnerability {ucoobtainAllPrivilege: 'false'}) RETURN v,Find vulnerabilities that *do not* let an attacker get full privileges.
Node Lookup Queries,Which flaws have a damage rating of 5.0 on the dot?,MATCH (v:UcoVulnerability) WHERE toFloat(v.ucoimpactScore) = 5.0 RETURN v,Find vulnerabilities with an impact score of exactly 5.0.
Node Lookup Queries,Show me flaws with an 'easy to exploit' score of 7.0.,MATCH (v:UcoVulnerability) WHERE toFloat(v.ucoexploitabilityScore) = 7.0 RETURN v,Find vulnerabilities with an exploitability score of exactly 7.0.
Node Lookup Queries,What 'HIGH' risk flaws can be exploited automatically?,"MATCH (v:UcoVulnerability {ucobaseSeverity: 'HIGH', ucouserInteractionRequired: 'false'}) RETURN v",List 'HIGH' severity vulnerabilities that *do not* require user interaction.
Node Lookup Queries,Are there any 'MEDIUM' risk flaws that mention 'malware'?,MATCH (v:UcoVulnerability {ucobaseSeverity: 'MEDIUM'}) WHERE v.ucosummary CONTAINS 'malware' RETURN v,Find 'MEDIUM' severity vulnerabilities related to 'malware'.
Node Lookup Queries,List all 'LOW' risk flaws that were announced in 2022.,MATCH (v:UcoVulnerability {ucobaseSeverity: 'LOW'}) WHERE v.ucopublishedDateTime STARTS WITH '2022' RETURN v,Find 'LOW' severity vulnerabilities published in 2022.
Node Lookup Queries,"What security flaws have been updated recently (since September 20, 2025)?",MATCH (v:UcoVulnerability) WHERE v.ucolastModifiedDateTime >= '2025-09-20T00:00:00' RETURN v,"What vulnerabilities were modified in the last 30 days (since Sep 20, 2025)?"
Node Lookup Queries,Show me 'CRITICAL' flaws that are about 'phishing'.,MATCH (v:UcoVulnerability {ucobaseSeverity: 'CRITICAL'}) WHERE v.ucosummary CONTAINS 'phishing' RETURN v,Find 'CRITICAL' severity vulnerabilities related to 'phishing'.
Node Lookup Queries,Show me flaws that have extreme damage ratings (below 2.0 or above 8.0).,MATCH (v:UcoVulnerability) WHERE toFloat(v.ucoimpactScore) < 2.0 OR toFloat(v.ucoimpactScore) > 8.0 RETURN v,Find vulnerabilities with either a very low (under 2.0) or very high (over 8.0) impact score.
Node Lookup Queries,Can you list all flaws that don't have an exploit score of exactly 6.0?,MATCH (v:UcoVulnerability) WHERE toFloat(v.ucoexploitabilityScore) <> 6.0 RETURN v,Show me vulnerabilities that *do not* have an exploitability score of 6.0.
Node Lookup Queries,Which flaws being analyzed need a user to click on something?,"MATCH (v:UcoVulnerability {ucovulnStatus: 'Undergoing Analysis', ucouserInteractionRequired: 'true'}) RETURN v",Find vulnerabilities that are 'Undergoing Analysis' and require user interaction.
Node Lookup Queries,Show me security holes updated in 2024 that could give an attacker full control.,MATCH (v:UcoVulnerability {ucoobtainAllPrivilege: 'true'}) WHERE v.ucolastModifiedDateTime STARTS WITH '2024' RETURN v,Find vulnerabilities modified in 2024 that let an attacker get full privileges.
Node Lookup Queries,What security flaws are associated with a 'data breach'?,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'data breach' RETURN v,Show me vulnerabilities related to 'data breach'.
Node Lookup Queries,Can you find any flaws connected to 'ransomware'?,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'ransomware' RETURN v,Show me vulnerabilities related to 'ransomware'.
Node Lookup Queries,What vulnerabilities are linked to 'supply chain attacks'?,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'supply chain attack' RETURN v,Show me vulnerabilities related to 'supply chain attack'.
Node Lookup Queries,List security issues that affect 'web applications'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'web application' RETURN v,Show me vulnerabilities related to 'web applications'.
Node Lookup Queries,What security flaws are found in 'mobile applications'?,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'mobile application' RETURN v,Show me vulnerabilities related to 'mobile applications'.
Node Lookup Queries,Can you find any issues about 'cloud security'?,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'cloud security' RETURN v,Show me vulnerabilities related to 'cloud security'.
Node Lookup Queries,What security holes are there in 'IoT devices'?,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'IoT device' RETURN v,Show me vulnerabilities related to 'IoT devices'.
Node Lookup Queries,I need to see flaws found in 'firmware'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'firmware' RETURN v,Show me vulnerabilities related to 'firmware'.
Node Lookup Queries,List security flaws in 'network protocols'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'network protocol' RETURN v,Show me vulnerabilities related to 'network protocols'.
Node Lookup Queries,What security flaws affect 'operating systems'?,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'operating system' RETURN v,Show me vulnerabilities related to 'operating systems'.
Node Lookup Queries,Find issues linked to 'third-party libraries'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'third-party library' RETURN v,Show me vulnerabilities related to 'third-party libraries'.
Node Lookup Queries,What flaws are in 'software components'?,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'software component' RETURN v,Show me vulnerabilities related to 'software components'.
Node Lookup Queries,Can you list any 'hardware vulnerabilities'?,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'hardware vulnerability' RETURN v,Show me vulnerabilities related to 'hardware'.
Node Lookup Queries,Find flaws that require 'physical access' to exploit.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'physical access' RETURN v,Show me vulnerabilities related to 'physical access'.
Node Lookup Queries,What security issues are connected to 'social engineering'?,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'social engineering' RETURN v,Show me vulnerabilities related to 'social engineering'.
Node Lookup Queries,List flaws that are about an 'insider threat'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'insider threat' RETURN v,Show me vulnerabilities related to 'insider threat'.
Node Lookup Queries,What security problems come from 'misconfiguration'?,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'misconfiguration' RETURN v,Show me vulnerabilities related to 'misconfiguration'.
Node Lookup Queries,Find security holes caused by 'default credentials'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'default credentials' RETURN v,Show me vulnerabilities related to 'default credentials'.
Node Lookup Queries,What flaws are caused by 'weak authentication'?,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'weak authentication' RETURN v,Show me vulnerabilities related to 'weak authentication'.
Node Lookup Queries,Find security issues with 'broken access control'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'broken access control' RETURN v,Show me vulnerabilities related to 'broken access control'.
Node Lookup Queries,What flaws can cause 'sensitive data exposure'?,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'sensitive data exposure' RETURN v,Show me vulnerabilities related to 'sensitive data exposure'.
Node Lookup Queries,List all issues that are a 'security misconfiguration'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'security misconfiguration' RETURN v,Show me vulnerabilities related to 'security misconfiguration'.
Node Lookup Queries,What security flaws are about 'logging and monitoring'?,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'logging and monitoring' RETURN v,Show me vulnerabilities related to 'logging and monitoring' failures.
Node Lookup Queries,Find flaws for 'server-side template injection'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'server-side template injection' RETURN v,Show me vulnerabilities related to 'server-side template injection'.
Node Lookup Queries,What are the issues with 'host header injection'?,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'host header injection' RETURN v,Show me vulnerabilities related to 'host header injection'.
Node Lookup Queries,List flaws about 'HTTP parameter pollution'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'HTTP parameter pollution' RETURN v,Show me vulnerabilities related to 'HTTP parameter pollution'.
Node Lookup Queries,What are 'reflected XSS' vulnerabilities?,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'reflected XSS' RETURN v,Show me vulnerabilities related to 'reflected XSS'.
Node Lookup Queries,What are 'stored XSS' vulnerabilities?,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'stored XSS' RETURN v,Show me vulnerabilities related to 'stored XSS'.
Node Lookup Queries,What are 'DOM XSS' vulnerabilities?,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'DOM XSS' RETURN v,Show me vulnerabilities related to 'DOM XSS'.
Node Lookup Queries,Find flaws for 'blind SQL injection'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'blind SQL injection' RETURN v,Show me vulnerabilities related to 'blind SQL injection'.
Node Lookup Queries,Find flaws for 'time-based SQL injection'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'time-based SQL injection' RETURN v,Show me vulnerabilities related to 'time-based SQL injection'.
Node Lookup Queries,Find flaws for 'error-based SQL injection'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'error-based SQL injection' RETURN v,Show me vulnerabilities related to 'error-based SQL injection'.
Node Lookup Queries,Find flaws for 'out-of-band SQL injection'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'out-of-band SQL injection' RETURN v,Show me vulnerabilities related to 'out-of-band SQL injection'.
Node Lookup Queries,What is the software weakness 'CWE-120'?,MATCH (c:UcoCWE {ucocweID: 'CWE-120'}) RETURN c,Tell me about the weakness 'CWE-120'.
Node Lookup Queries,Can you explain the 'Classic Buffer Overflow' weakness?,MATCH (c:UcoCWE {ucocweName: 'Buffer Copy without Checking Size of Input (\'Classic Buffer Overflow\')'}) RETURN c,What is the weakness 'Buffer Copy without Checking Size of Input' (Classic Buffer Overflow)?
Node Lookup Queries,Which 'Pillar' type weaknesses are still in 'Draft'?,"MATCH (c:UcoCWE {ucoabstraction: 'Pillar', ucostatus: 'Draft'}) RETURN c",Show me 'Pillar' weaknesses that have a 'Draft' status.
Node Lookup Queries,Find 'Class' weaknesses that are 'Simple' and 'Incomplete'.,"MATCH (c:UcoCWE {ucoabstraction: 'Class', ucostructure: 'Simple', ucostatus: 'Incomplete'}) RETURN c",List 'Class' weaknesses with a 'Simple' structure and 'Incomplete' status.
Node Lookup Queries,Which software flaws can lead to 'code execution'?,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'code execution' RETURN c,Find weaknesses that mention 'code execution' in their description.
Node Lookup Queries,What is the software weakness 'CWE-416'?,MATCH (c:UcoCWE {ucocweID: 'CWE-416'}) RETURN c,Tell me about the weakness 'CWE-416'.
Node Lookup Queries,Can you explain 'Use After Free'?,MATCH (c:UcoCWE {ucocweName: 'Use After Free'}) RETURN c,What is the 'Use After Free' weakness?
Node Lookup Queries,Find 'Base' weaknesses that are 'Composite' and 'Stable'.,"MATCH (c:UcoCWE {ucoabstraction: 'Base', ucostructure: 'Composite', ucostatus: 'Stable'}) RETURN c",List 'Base' weaknesses with a 'Composite' structure and 'Stable' status.
Node Lookup Queries,Which software flaws can lead to a 'denial of service'?,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'denial of service' RETURN c,Find weaknesses that mention 'denial of service' in their description.
Node Lookup Queries,What is the software weakness 'CWE-404'?,MATCH (c:UcoCWE {ucocweID: 'CWE-404'}) RETURN c,Tell me about the weakness 'CWE-404'.
Node Lookup Queries,Can you explain 'Improper Resource Shutdown or Release'?,MATCH (c:UcoCWE {ucocweName: 'Improper Resource Shutdown or Release'}) RETURN c,What is the 'Improper Resource Shutdown or Release' weakness?
Node Lookup Queries,Find 'Pillar' weaknesses that are 'Simple' and 'Stable'.,"MATCH (c:UcoCWE {ucoabstraction: 'Pillar', ucostructure: 'Simple', ucostatus: 'Stable'}) RETURN c",List 'Pillar' weaknesses with a 'Simple' structure and 'Stable' status.
Node Lookup Queries,Which software flaws can affect 'data integrity'?,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'data integrity' RETURN c,Find weaknesses that mention 'data integrity' in their description.
Node Lookup Queries,What is the software weakness 'CWE-345'?,MATCH (c:UcoCWE {ucocweID: 'CWE-345'}) RETURN c,Tell me about the weakness 'CWE-345'.
Node Lookup Queries,Can you explain the flaw called 'Insufficient Verification of Data Authenticity'?,MATCH (c:UcoCWE {ucocweName: 'Insufficient Verification of Data Authenticity'}) RETURN c,What is the weakness 'Insufficient Verification of Data Authenticity'?
Node Lookup Queries,What are the 'Class' type flaws that are considered 'Stable' and 'Simple'?,"MATCH (c:UcoCWE {ucoabstraction: 'Class', ucostatus: 'Stable', ucostructure: 'Simple'}) RETURN c",Show me 'Class' level weaknesses that are 'Stable' and have a 'Simple' structure.
Node Lookup Queries,Show me any 'Variant' type flaws that are still marked as 'Draft'.,"MATCH (c:UcoCWE {ucoabstraction: 'Variant', ucostatus: 'Draft'}) RETURN c",Show me 'Variant' weaknesses that are currently in 'Draft' status.
Node Lookup Queries,Are there any software flaws related to keeping data private ('confidentiality')?,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'confidentiality' RETURN c,Find weaknesses that mention 'confidentiality' in their description.
Node Lookup Queries,What is the software flaw 'CWE-359'?,MATCH (c:UcoCWE {ucocweID: 'CWE-359'}) RETURN c,Tell me about the weakness 'CWE-359'.
Node Lookup Queries,Can you tell me about the flaw 'Exposure of Private Information to an Unauthorized Actor'?,MATCH (c:UcoCWE {ucocweName: 'Exposure of Private Information to an Unauthorized Actor'}) RETURN c,What is the weakness 'Exposure of Private Information to an Unauthorized Actor'?
Node Lookup Queries,Which 'Base' level flaws are 'Incomplete' and 'Composite'?,"MATCH (c:UcoCWE {ucoabstraction: 'Base', ucostatus: 'Incomplete', ucostructure: 'Composite'}) RETURN c",Show me 'Base' weaknesses with 'Incomplete' status and a 'Composite' structure.
Node Lookup Queries,Show me any 'Compound' type flaws that are considered outdated ('Deprecated').,"MATCH (c:UcoCWE {ucoabstraction: 'Compound', ucostatus: 'Deprecated'}) RETURN c",Show me 'Compound' weaknesses that are 'Deprecated'.
Node Lookup Queries,Are there software flaws that mention data 'integrity'?,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'integrity' RETURN c,Find weaknesses that mention 'integrity' in their description.
Node Lookup Queries,What is the software flaw 'CWE-611'?,MATCH (c:UcoCWE {ucocweID: 'CWE-611'}) RETURN c,Tell me about the weakness 'CWE-611'.
Node Lookup Queries,Explain the weakness 'Improper Restriction of XML External Entity Reference'.,MATCH (c:UcoCWE {ucocweName: 'Improper Restriction of XML External Entity Reference'}) RETURN c,What is the weakness 'Improper Restriction of XML External Entity Reference'?
Node Lookup Queries,What 'Pillar' type flaws are 'Stable' and 'Composite'?,"MATCH (c:UcoCWE {ucoabstraction: 'Pillar', ucostatus: 'Stable', ucostructure: 'Composite'}) RETURN c",Show me 'Pillar' weaknesses that are 'Stable' and have a 'Composite' structure.
Node Lookup Queries,Can you list 'Class' type flaws that are 'Draft' and 'Simple'?,"MATCH (c:UcoCWE {ucoabstraction: 'Class', ucostatus: 'Draft', ucostructure: 'Simple'}) RETURN c",Show me 'Class' weaknesses that are in 'Draft' status and have a 'Simple' structure.
Node Lookup Queries,Are there any software flaws related to system 'availability'?,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'availability' RETURN c,Find weaknesses that mention 'availability' in their description.
Node Lookup Queries,What is the software flaw 'CWE-476'?,MATCH (c:UcoCWE {ucocweID: 'CWE-476'}) RETURN c,Tell me about the weakness 'CWE-476'.
Node Lookup Queries,Can you explain the 'NULL Pointer Dereference' flaw?,MATCH (c:UcoCWE {ucocweName: 'NULL Pointer Dereference'}) RETURN c,What is the 'NULL Pointer Dereference' weakness?
Node Lookup Queries,Show me 'Variant' type flaws that are 'Incomplete' and 'Simple'.,"MATCH (c:UcoCWE {ucoabstraction: 'Variant', ucostatus: 'Incomplete', ucostructure: 'Simple'}) RETURN c",Show me 'Variant' weaknesses with 'Incomplete' status and a 'Simple' structure.
Node Lookup Queries,Are there any 'Base' type flaws that are outdated ('Deprecated') and 'Simple'?,"MATCH (c:UcoCWE {ucoabstraction: 'Base', ucostatus: 'Deprecated', ucostructure: 'Simple'}) RETURN c",Show me 'Base' weaknesses that are 'Deprecated' and have a 'Simple' structure.
Node Lookup Queries,Which software flaws are about problems with 'input validation'?,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'input validation' RETURN c,Find weaknesses related to 'input validation'.
Node Lookup Queries,What is the software flaw 'CWE-77'?,MATCH (c:UcoCWE {ucocweID: 'CWE-77'}) RETURN c,Tell me about the weakness 'CWE-77'.
Node Lookup Queries,Explain the flaw related to 'Command Injection'.,MATCH (c:UcoCWE {ucocweName: 'Improper Neutralization of Special Elements used in a Command (\'Command Injection\')'}) RETURN c,What is the 'Command Injection' weakness?
Node Lookup Queries,What 'Compound' type flaws are considered 'Stable' and 'Simple'?,"MATCH (c:UcoCWE {ucoabstraction: 'Compound', ucostatus: 'Stable', ucostructure: 'Simple'}) RETURN c",Show me 'Compound' weaknesses that are 'Stable' and have a 'Simple' structure.
Node Lookup Queries,Can you list 'Pillar' type flaws that are 'Draft' and 'Composite'?,"MATCH (c:UcoCWE {ucoabstraction: 'Pillar', ucostatus: 'Draft', ucostructure: 'Composite'}) RETURN c",Show me 'Pillar' weaknesses in 'Draft' status with a 'Composite' structure.
Node Lookup Queries,Are there any software flaws that mention 'output encoding'?,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'output encoding' RETURN c,Find weaknesses related to 'output encoding'.
Node Lookup Queries,What is the software flaw 'CWE-116'?,MATCH (c:UcoCWE {ucocweID: 'CWE-116'}) RETURN c,Tell me about the weakness 'CWE-116'.
Node Lookup Queries,Explain the weakness 'Improper Encoding or Escaping of Output'.,MATCH (c:UcoCWE {ucocweName: 'Improper Encoding or Escaping of Output'}) RETURN c,What is the 'Improper Encoding or Escaping of Output' weakness?
Node Lookup Queries,Show me 'Class' type flaws that are 'Incomplete' and 'Composite'.,"MATCH (c:UcoCWE {ucoabstraction: 'Class', ucostatus: 'Incomplete', ucostructure: 'Composite'}) RETURN c",Show me 'Class' weaknesses with 'Incomplete' status and a 'Composite' structure.
Node Lookup Queries,What 'Variant' type flaws are considered 'Stable' and 'Composite'?,"MATCH (c:UcoCWE {ucoabstraction: 'Variant', ucostatus: 'Stable', ucostructure: 'Composite'}) RETURN c",Show me 'Variant' weaknesses that are 'Stable' and have a 'Composite' structure.
Node Lookup Queries,Are there any software flaws related to 'session management'?,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'session management' RETURN c,Find weaknesses related to 'session management'.
Node Lookup Queries,What is the software flaw 'CWE-384'?,MATCH (c:UcoCWE {ucocweID: 'CWE-384'}) RETURN c,Tell me about the weakness 'CWE-384'.
Node Lookup Queries,Can you explain the 'Session Fixation' weakness?,MATCH (c:UcoCWE {ucocweName: 'Session Fixation'}) RETURN c,What is the 'Session Fixation' weakness?
Node Lookup Queries,Which 'Base' level flaws are 'Draft' and 'Composite'?,"MATCH (c:UcoCWE {ucoabstraction: 'Base', ucostatus: 'Draft', ucostructure: 'Composite'}) RETURN c",Show me 'Base' weaknesses in 'Draft' status with a 'Composite' structure.
Node Lookup Queries,Show me any 'Compound' type flaws that are 'Incomplete' and 'Composite'.,"MATCH (c:UcoCWE {ucoabstraction: 'Compound', ucostatus: 'Incomplete', ucostructure: 'Composite'}) RETURN c",Show me 'Compound' weaknesses with 'Incomplete' status and a 'Composite' structure.
Node Lookup Queries,Are there any software flaws related to 'error handling'?,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'error handling' RETURN c,Find weaknesses related to 'error handling'.
Node Lookup Queries,Find 'MEDIUM' risk flaws waiting for analysis that need a user click.,"MATCH (c:UcoCVE {ucobaseSeverity: 'MEDIUM', ucovulnStatus: 'Awaiting Analysis', ucouserInteractionRequired: 'true'}) RETURN c",Find 'MEDIUM' severity vulnerabilities 'Awaiting Analysis' that require user interaction.
Node Lookup Queries,"List 'LOW' risk, 'Modified' flaws that can be exploited automatically.","MATCH (c:UcoCVE {ucobaseSeverity: 'LOW', ucovulnStatus: 'Modified', ucouserInteractionRequired: 'false'}) RETURN c","Find 'LOW' severity, 'Modified' vulnerabilities that *do not* require user interaction."
Node Lookup Queries,What is the weakness 'CWE-1004'?,MATCH (c:UcoCWE {ucocweID: 'CWE-1004'}) RETURN c,Tell me about the weakness 'CWE-1004'.
Node Lookup Queries,Can you tell me about 'CWE-1007'?,MATCH (c:UcoCWE {ucocweID: 'CWE-1007'}) RETURN c,Tell me about the weakness 'CWE-1007'.
Node Lookup Queries,I need info on 'CWE-102'.,MATCH (c:UcoCWE {ucocweID: 'CWE-102'}) RETURN c,Tell me about the weakness 'CWE-102'.
Node Lookup Queries,What is 'CWE-1035' about?,MATCH (c:UcoCWE {ucocweID: 'CWE-1035'}) RETURN c,Tell me about the weakness 'CWE-1035'.
Node Lookup Queries,Explain the software flaw 'CWE-104'.,MATCH (c:UcoCWE {ucocweID: 'CWE-104'}) RETURN c,Tell me about the weakness 'CWE-104'.
Node Lookup Queries,What's the story with 'CWE-1048'?,MATCH (c:UcoCWE {ucocweID: 'CWE-1048'}) RETURN c,Tell me about the weakness 'CWE-1048'.
Node Lookup Queries,Look up the weakness 'CWE-1050'.,MATCH (c:UcoCWE {ucocweID: 'CWE-1050'}) RETURN c,Tell me about the weakness 'CWE-1050'.
Node Lookup Queries,Please show me 'CWE-1051'.,MATCH (c:UcoCWE {ucocweID: 'CWE-1051'}) RETURN c,Tell me about the weakness 'CWE-1051'.
Node Lookup Queries,Tell me about 'CWE-1053'.,MATCH (c:UcoCWE {ucocweID: 'CWE-1053'}) RETURN c,Tell me about the weakness 'CWE-1053'.
Node Lookup Queries,What is the flaw 'CWE-1054'?,MATCH (c:UcoCWE {ucocweID: 'CWE-1054'}) RETURN c,Tell me about the weakness 'CWE-1054'.
Node Lookup Queries,Can you find 'CWE-1055'?,MATCH (c:UcoCWE {ucocweID: 'CWE-1055'}) RETURN c,Tell me about the weakness 'CWE-1055'.
Node Lookup Queries,What is the weakness 'CWE-1056'?,MATCH (c:UcoCWE {ucocweID: 'CWE-1056'}) RETURN c,Tell me about the weakness 'CWE-1056'.
Node Lookup Queries,I need to know about 'CWE-1057'.,MATCH (c:UcoCWE {ucocweID: 'CWE-1057'}) RETURN c,Tell me about the weakness 'CWE-1057'.
Node Lookup Queries,What can you tell me about 'CWE-1058'?,MATCH (c:UcoCWE {ucocweID: 'CWE-1058'}) RETURN c,Tell me about the weakness 'CWE-1058'.
Node Lookup Queries,"Explain the flaw 'CWE-1059', please.",MATCH (c:UcoCWE {ucocweID: 'CWE-1059'}) RETURN c,Tell me about the weakness 'CWE-1059'.
Node Lookup Queries,What can you tell me about 'CWE-1060'?,MATCH (c:UcoCWE {ucocweID: 'CWE-1060'}) RETURN c,Tell me about the weakness 'CWE-1060'.
Node Lookup Queries,I need information on 'CWE-1061'.,MATCH (c:UcoCWE {ucocweID: 'CWE-1061'}) RETURN c,Tell me about the weakness 'CWE-1061'.
