question,category,gold_cypher,generated_cypher,kg_valid,pass_at_1,output_jaccard,jaro_winkler,token_jaccard,rouge_l,token_f1,bleu_4,jarou_factor,gold_error,gen_error
Count the number of tactics for each domain.,Aggregation and Counting,"MATCH (t:UcoexTACTICS) RETURN t.ucoexDOMAIN AS domain, count(t) AS tacticCount","Here is the Cypher query that answers the question:

MATCH (t:UcoexTACTICS)-[:UCOEXDOMAIN]->(d) 
RETURN d.ucoexNAME AS Domain, count(DISTINCT t) AS TacticCount",0,0,0.0,0.6658100809044206,0.45,0.5555555555555556,0.6206896551724138,0.0,0.61401843054413,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query that answers the question:""
 ^}"
How many distinct domains are there for tactics?,Aggregation and Counting,MATCH (t:UcoexTACTICS) RETURN count(DISTINCT t.ucoexDOMAIN) AS distinctDomains,MATCH (t:UcoexTACTICS)-[:has]->(d:UcoexDOMAINS) RETURN count(DISTINCT d) AS distinctDomains,1,0,0.0,0.8998095238095238,0.6666666666666666,0.7272727272727272,0.7999999999999999,0.0,0.809027417027417,,
What is the total count of distinct tactic names?,Aggregation and Counting,MATCH (t:UcoexTACTICS) RETURN count(DISTINCT t.ucoexNAME) AS distinctTacticNames,MATCH (t:UcoexTACTICS) RETURN count(DISTINCT t.ucoexNAME) AS distinctTacticNames,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
How many tactics have a description provided?,Aggregation and Counting,MATCH (t:UcoexTACTICS) WHERE t.ucoexDESCRIPTION IS NOT NULL RETURN count(t) AS tacticsWithDescription,"Here is the Cypher query:

MATCH (t:UcoexTACTICS {ucoexDESCRIPTION: exists}) 
RETURN count(DISTINCT t) AS tacticsWithDescription",0,0,0.0,0.7149648773256446,0.5,0.6000000000000001,0.6666666666666665,0.0,0.6605438479974372,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query:""
 ^}"
How many tactics have a URL provided?,Aggregation and Counting,MATCH (t:UcoexTACTICS) WHERE t.ucoexURL IS NOT NULL RETURN count(t) AS tacticsWithUrl,MATCH (t:UcoexTACTICS)-[:UCOEXHASURL]->(:UcoURL) RETURN count(DISTINCT t) AS tacticsWithUrl,1,0,0.0,0.8762646340587518,0.4666666666666667,0.64,0.6363636363636365,0.0,0.7175427568074627,,
Count the number of MITRE D3FEND techniques grouped by their label.,Aggregation and Counting,"MATCH (m:UcoexMITRED3FEND) RETURN m.ucoexMITRED3FEND_LABEL AS label, count(m) AS techniqueCount","Here is the Cypher query that counts the number of MITRE D3FEND techniques grouped by their label:


MATCH (d:UcoexMITRED3FEND)-[:UCOEXHASMITREATTACK]->(t:UcoexMITREATTACK)
RETURN d.ucoexMITRED3FEND_LABEL AS label, count(t) AS techniqueCount",0,0,0.0,0.5863995478077669,0.2857142857142857,0.4090909090909091,0.4444444444444444,0.09557083774398005,0.4799783004477069,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query that counts the number of MITRE D3FEND techniques grouped by their label:""
 ^}"
How many distinct MITRE D3FEND labels are there?,Aggregation and Counting,MATCH (m:UcoexMITRED3FEND) RETURN count(DISTINCT m.ucoexMITRED3FEND_LABEL) AS distinctLabels,MATCH (d:UcoexMITRED3FEND) RETURN count(DISTINCT d) AS distinctD3FendLabels,1,0,0.0,0.9183290467442334,0.5454545454545454,0.631578947368421,0.7058823529411765,0.29558013016570783,0.7519301156846102,,
How many MITRE D3FEND techniques have a definition?,Aggregation and Counting,MATCH (m:UcoexMITRED3FEND) WHERE m.ucoexMITRED3FEND_DEFINITION IS NOT NULL RETURN count(m) AS techniquesWithDefinition,"Here is the Cypher query:

MATCH (d:UcoexMITRED3FEND) WHERE d.ucoexMITRED3FEND_DEFINITION IS NOT NULL RETURN count(d) AS techniquesWithDefinition",0,0,0.0,0.7776323702555502,0.6470588235294118,0.6666666666666667,0.7857142857142857,0.31569611706824424,0.7433377742121676,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query:""
 ^}"
Which 10 CWEs have the most observed examples linked to them?,Comparative and Ranking,"MATCH (c:UcoCWE)-[:UCOHASOBSERVEDEXAMPLE]->(o:UcoexObservedExample) RETURN c.ucodescription AS cweDescription, count(o) AS exampleCount ORDER BY exampleCount DESC LIMIT 10","Here is the Cypher query:


MATCH (w:UcoCWE)-[:UCOHASOBSERVEDEXAMPLE]->(o:UcoexObservedExample) 
RETURN w.ucodescription AS cweDescription, count(DISTINCT o) AS exampleCount 
ORDER BY exampleCount DESC LIMIT 10",0,0,0.0,0.7722448791274702,0.6666666666666666,0.7916666666666667,0.7999999999999999,0.5199302229930708,0.7879705152647123,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query:""
 ^}"
Which 10 CWEs have the *fewest* observed examples (but at least one)?,Comparative and Ranking,"MATCH (c:UcoCWE)-[:UCOHASOBSERVEDEXAMPLE]->(o:UcoexObservedExample) RETURN c.ucodescription AS cweDescription, count(o) AS exampleCount ORDER BY exampleCount ASC LIMIT 10","Here is the Cypher query that answers your question:


MATCH (w:UcoCWE)-[:UCOHASOBSERVEDEXAMPLE]->(o:UcoexObservedExample)
RETURN w.ucodescription AS cweDescription, COUNT(DISTINCT o) AS observedExamples
ORDER BY observedExamples ASC
LIMIT 10",0,0,0.0,0.7238190486789159,0.5172413793103449,0.6538461538461537,0.6818181818181819,0.2583858837827738,0.6864944614477505,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query that answers your question:""
 ^}"
Which 10 CVEs are referenced by the most observed examples?,Comparative and Ranking,"MATCH (o:UcoexObservedExample)-[:UCOEXEXAMPLEOBSERVEDIN]->(c:UcoCVE) RETURN c.ucovectorString AS cveVector, count(o) AS exampleCount ORDER BY exampleCount DESC LIMIT 10","Here is the Cypher query that answers the question:

MATCH (v:UcoCVE)-[:UCOEXHASOBSERVEDEXAMPLE]->(:UcoexObservedExample) 
RETURN v.label AS cveLabel, count(DISTINCT v) AS observedCount 
ORDER BY observedCount DESC 
LIMIT 10",0,0,0.0,0.7122113997113996,0.3548387096774194,0.4313725490196078,0.5238095238095238,0.0,0.5557978241801771,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query that answers the question:""
 ^}"
Which 10 CWEs are linked to the highest number of *distinct* CVEs (via examples)?,Comparative and Ranking,"MATCH (w:UcoCWE)-[:UCOHASOBSERVEDEXAMPLE]->(o:UcoexObservedExample)-[:UCOEXEXAMPLEOBSERVEDIN]->(v:UcoCVE) RETURN w.ucodescription AS cweDescription, count(DISTINCT v) AS distinctCveCount ORDER BY distinctCveCount DESC LIMIT 10","Here is the Cypher query:

MATCH (w:UcoCWE)-[:UCOEXEXAMPLEOBSERVEDIN]->(o:UcoexObservedExample)-[:UCOEXEXAMPLEOBSERVEDIN]->(v:UcoCVE) 
RETURN w.ucodescription AS cweDescription, count(DISTINCT v) AS distinctCveCount 
ORDER BY distinctCveCount DESC LIMIT 10",0,0,0.0,0.7961572903497682,0.7692307692307693,0.8727272727272728,0.8695652173913043,0.7332023424667726,0.8461499268227818,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query:""
 ^}"
"List tactic domains ranked by the number of tactics they contain, most to least.",Comparative and Ranking,"MATCH (t:UcoexTACTICS) WHERE t.ucoexDOMAIN IS NOT NULL RETURN t.ucoexDOMAIN AS domain, count(t) AS tacticCount ORDER BY tacticCount DESC","Here is the Cypher query:

MATCH (t:UcoexTACTICS)-[:UCOEXHASDOMAIN]->(d)
RETURN d.ucoexDOMAIN AS domain, count(DISTINCT t) AS tacticCount
ORDER BY tacticCount DESC",0,0,0.0,0.7345761462847396,0.5652173913043478,0.6521739130434783,0.7222222222222223,0.40761288263875517,0.7029907605168134,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query:""
 ^}"
"What is the count of CWEs for each 'status' (e.g., 'Draft', 'Stable'), ranked from most common to least?",Comparative and Ranking,"MATCH (c:UcoCWE) WHERE c.ucostatus IS NOT NULL RETURN c.ucostatus AS status, count(c) AS cweCount ORDER BY cweCount DESC","MATCH (w:UcoCWE)-[:UCOHASWEAKNESS]->()
WITH w, collect(w.ucoabstraction) AS abstractionTypes
UNWIND abstractionTypes AS status
MATCH (cwe:UcoCWE {ucoabstraction: status})
RETURN status, COUNT(DISTINCT cwe) AS count ORDER BY count DESC",0,0,0.0,0.7964413364413364,0.36,0.339622641509434,0.5294117647058824,0.0,0.5551585808855509,,
"List the CWE 'abstraction' types by their frequency, highest first.",Comparative and Ranking,"MATCH (c:UcoCWE) WHERE c.ucoabstraction IS NOT NULL RETURN c.ucoabstraction AS abstraction, count(c) AS cweCount ORDER BY cweCount DESC","Here is the Cypher query:

MATCH (w:UcoCWE)-[:UCOHASOBSERVEDEXAMPLE]->(o:UcoexObservedExample)
WITH w.ucoabstraction AS abstractionType
GROUP BY abstractionType
ORDER BY count(o) DESC
LIMIT 10
RETURN abstractionType, count(o) AS frequency",0,0,0.0,0.6582166199813259,0.3333333333333333,0.25925925925925924,0.5,0.0,0.47249195974686176,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query:""
 ^}"
"How many CWEs are there for each 'structure' type (e.g., 'Simple', 'Composite'), ranked most to least common?",Comparative and Ranking,"MATCH (c:UcoCWE) WHERE c.ucostructure IS NOT NULL RETURN c.ucostructure AS structure, count(c) AS cweCount ORDER BY cweCount DESC","MATCH (w:UcoCWE)-[:UCOHASOBSERVEDEXAMPLE]->(o:UcoexObservedExample)<-[:UCOEXEXAMPLEOBSERVEDIN]-(c:UcoCVE {ucostructure: 'Simple'} OR c.ucostructure: 'Composite') 
RETURN w.ucodescription AS cweDescription, COUNT(DISTINCT c) AS count ORDER BY count DESC",0,0,0.0,0.7987846068660022,0.35714285714285715,0.5098039215686274,0.5263157894736842,0.0,0.6116347726361046,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'OR': expected "")"" or ""WHERE"" (line 1, column 131 (offset: 130))
""MATCH (w:UcoCWE)-[:UCOHASOBSERVEDEXAMPLE]->(o:UcoexObservedExample)<-[:UCOEXEXAMPLEOBSERVEDIN]-(c:UcoCVE {ucostructure: 'Simple'} OR c.ucostructure: 'Composite')""
                                                                                                                                   ^}"
"What are the most common 'vulnStatus' values for CVEs, ranked by frequency?",Comparative and Ranking,"MATCH (c:UcoCVE) WHERE c.ucovulnStatus IS NOT NULL RETURN c.ucovulnStatus AS status, count(c) AS cveCount ORDER BY cveCount DESC","Here is the Cypher query that answers the question:


MATCH (c:UcoCVE)-[:UCOHASCVE_ID]->(v:UcoVulnerability)
WHERE v.vulnStatus IS NOT NULL
RETURN vulnStatus AS vuln_status, COUNT(*) AS frequency ORDER BY frequency DESC;",0,0,0.0,0.6624677711993888,0.4482758620689655,0.5185185185185185,0.6190476190476191,0.13072010980679707,0.6000113029218421,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query that answers the question:""
 ^}"
Rank the 'timeOfIntroduction' phases by how many CWEs are associated with them.,Comparative and Ranking,"MATCH (c:UcoCWE) WHERE c.ucotimeOfIntroduction IS NOT NULL RETURN c.ucotimeOfIntroduction AS introductionPhase, count(c) AS cweCount ORDER BY cweCount DESC","Here is the translated Cypher query:

MATCH (v:UcoCVE {cveId: ""CVE-2021-44228""})-[:UCOEXHASVULNERABILITY]->(wu:UcoVulnerability)-[:UCOHASWEAKNESS]->(w:UcoCWE)
WITH collect(w) as CWEs
MATCH (t:UcoexMITREATTACK {techniqueId: ""T1059""})-[:has]->(tn:UcoexMITREATTACK_techniqueName)
WHERE tn = 'exploitation of authentication mechanism'
WITH CWEs, t, tn
UNWIND range(0, 1) as i
MATCH (v)-[:UCOEXHASVULNERABILITY*..i]->(wcu:UcoVulnerability)-[:UCOHASWEAKNESS]->(wc:UcoCWE)
WITH CWEs, COUNT(DISTINCT wc) AS timeOfIntroductionCount
RETURN t.ucoexMITREATTACK_techniqueName AS technique, timeOfIntroductionCount ORDER BY timeOfIntroductionCount DESC LIMIT 10",0,0,0.0,0.5754159534216372,0.1724137931034483,0.1836734693877551,0.29411764705882354,0.0,0.3510690232894053,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the translated Cypher query:""
 ^}"
Compare the total count of CVEs that require user interaction vs. those that do not.,Comparative and Ranking,"MATCH (c:UcoCVE) WHERE c.ucouserInteractionRequired IS NOT NULL RETURN c.ucouserInteractionRequired AS requiresInteraction, count(c) AS cveCount","Here is the Cypher query:

MATCH (c:UcoCVE) WHERE c.ucouserInteractionRequired IS NOT NULL
RETURN c.ucouserInteractionRequired AS requiresInteraction, COUNT(c) AS cveCount

Let me know if you have any questions or need further assistance!",0,0,0.0,0.7074677093059446,0.4482758620689655,0.6792452830188679,0.6190476190476191,0.4916776273205992,0.6685868704574771,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query:""
 ^}"
Compare the total count of CVEs that grant all privileges vs. those that do not.,Comparative and Ranking,"MATCH (c:UcoCVE) WHERE c.ucoobtainAllPrivilege IS NOT NULL RETURN c.ucoobtainAllPrivilege AS grantsAllPrivileges, count(c) AS cveCount","Here is the Cypher query:

MATCH (c:UcoCVE) WHERE toInteger(c.ucoimpactScore) = 10 RETURN c.ucouserInteractionRequired AS requiresPrivileges, count(c) AS cveCount",0,0,0.0,0.6531722357233168,0.4090909090909091,0.6,0.5806451612903226,0.25376192011637994,0.6112724656712132,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query:""
 ^}"
Find all CVEs that allow full privilege escalation AND do not require user interaction.,Conditional and Boolean Queries,"MATCH (c:UcoCVE) WHERE c.ucoobtainAllPrivilege = 'true' AND c.ucouserInteractionRequired = 'false' RETURN c.ucovectorString, c.ucovulnStatus","Here is the valid, executable Cypher query:

MATCH (v:UcoCVE)-[:UCOHAS]->(wu:UcoVulnerability) 
WHERE wu.ucouserInteractionRequired = 'false' AND toInteger(wu.ucoimpactScore) > 5 AND exists((wu)<-[:UCOBASESEVERITY {ucoseverity: 'High'}])
RETURN v.label",0,0,0.0,0.6545584045584046,0.22580645161290322,0.25531914893617014,0.3684210526315789,0.0,0.42609953537538453,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the valid, executable Cypher query:""
 ^}"
Find all CVEs that require user interaction OR have a 'vulnStatus' of 'Analyzed'.,Conditional and Boolean Queries,"MATCH (c:UcoCVE) WHERE c.ucouserInteractionRequired = 'true' OR c.ucovulnStatus = 'Analyzed' RETURN c.ucovectorString, c.ucovulnStatus","Here is the translated Cypher query:


MATCH (c:UcoCVE)
WHERE c.ucouserInteractionRequired IS NOT NULL OR c.vulnStatus = 'Analyzed'
RETURN c.label",0,0,0.0,0.6849851453034169,0.38095238095238093,0.5789473684210527,0.5517241379310345,0.294467310498826,0.605218883885168,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the translated Cypher query:""
 ^}"
Find CVEs that require user interaction AND have a defined evaluator solution.,Conditional and Boolean Queries,"MATCH (c:UcoCVE) WHERE c.ucouserInteractionRequired = 'true' AND c.ucoevaluatorSolution IS NOT NULL RETURN c.ucovectorString, c.ucoevaluatorSolution","Here is the valid, executable Cypher query:

MATCH (c:UcoCVE {ucouserInteractionRequired: 'true'})-[:UCOEXHASCVE_ID]->(:UcoVulnerability)-[:UCOHASVULNERABILITY]->(v:UcoVulnerability)-[:has]->(es:UcoEVALUATOR SOLUTION) 
RETURN DISTINCT c.label AS CVE",0,0,0.0,0.6186636986773014,0.22580645161290322,0.3111111111111111,0.3684210526315789,0.0,0.4327319541399972,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the valid, executable Cypher query:""
 ^}"
